attendance_id,employee_id,employee_name,gender,department,designation,employment_type,office_location,date_of_joining,attendance_date,shift_type,attendance_status,work_mode,login_timestamp,logout_timestamp,total_hours_worked,break_duration_mins,net_productive_hours,late_arrival_mins,early_exit_mins,overtime_hours,leave_type,login_date,login_time,logout_date,logout_time,recalculated_gross_hours,recalculated_net_productive_hours
50558,1079,Ujwal Nair,Male,Customer Success,Support Associate,Contract,Koramangala Hq,2026-01-25,2026-03-25,Early (08:00-17:00),Present,Work From Office,2026-03-25 07:54:35,2026-03-25 15:35:04,7.67,79,6.35,0,85,0.0,Not Applicable,2026-03-25,07:54:35,2026-03-25,15:35:04,7.674722222222222,6.358055555555556
50559,1080,Jayanth Bhardwaj,Male,Product Management,Associate Product Manager,Full-Time,Whitefield Tech Park,2024-02-06,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:43:40,2026-03-25 20:07:25,10.4,45,9.65,13,0,0.65,Not Applicable,2026-03-25,09:43:40,2026-03-25,20:07:25,10.395833333333334,9.645833333333334
50560,1081,Mounika Hussain,Male,Marketing,Performance Marketing Manager,Full-Time,Koramangala Hq,2023-06-30,2026-03-25,Flexible (10:30-19:30),Present,Work From Office,2026-03-25 09:57:15,2026-03-25 18:48:50,8.86,74,7.63,0,42,0.0,Not Applicable,2026-03-25,09:57:15,2026-03-25,18:48:50,8.859722222222222,7.626388888888889
50561,1082,Amrita Mohanty,Female,Finance,Finance Controller,Full-Time,Electronic City Campus,2021-02-18,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 08:54:22,2026-03-25 18:46:59,9.88,47,9.1,0,0,0.1,Not Applicable,2026-03-25,08:54:22,2026-03-25,18:46:59,9.876944444444444,9.09361111111111
50562,1083,Manjunath Mathew,Male,Marketing,Head Of Marketing,Full-Time,Indiranagar Annexe,2022-11-19,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:33:15,2026-03-25 18:05:54,8.54,92,7.01,3,24,0.0,Not Applicable,2026-03-25,09:33:15,2026-03-25,18:05:54,8.544166666666667,7.010833333333334
50563,1084,Kunal Pai,Female,Finance,Financial Analyst,Full-Time,Koramangala Hq,2024-11-04,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:32:15,2026-03-25 19:39:10,10.12,69,8.97,2,0,0.0,Not Applicable,2026-03-25,09:32:15,2026-03-25,19:39:10,10.115277777777777,8.965277777777777
50564,1085,Vedant Malhotra,Male,Engineering,Staff Engineer,Full-Time,Koramangala Hq,2023-04-14,2026-03-25,Flexible (10:30-19:30),Present,Work From Office,2026-03-25 11:00:09,2026-03-25 21:57:36,10.96,78,9.66,29,0,0.66,Not Applicable,2026-03-25,11:00:09,2026-03-25,21:57:36,10.9575,9.657499999999999
50565,1086,Ibrahim Balasubramanian,Male,Product Management,Director Of Product,Full-Time,Koramangala Hq,2021-03-09,2026-03-25,Flexible (10:30-19:30),Present,Work From Home,2026-03-25 10:12:29,2026-03-25 18:34:05,8.36,66,7.26,0,57,0.0,Not Applicable,2026-03-25,10:12:29,2026-03-25,18:34:05,8.36,7.26
50566,1087,Rahul Kapoor,Male,Engineering,Software Engineer,Full-Time,Electronic City Campus,2022-06-09,2026-03-25,Flexible (10:30-19:30),Present,Work From Office,2026-03-25 10:56:06,2026-03-25 21:06:14,10.17,58,9.2,26,0,0.2,Not Applicable,2026-03-25,10:56:06,2026-03-25,21:06:14,10.168888888888889,9.202222222222222
50567,1088,Akash Natarajan,Male,Engineering,Software Engineer,Full-Time,Electronic City Campus,2022-06-05,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 09:26:22,2026-03-25 19:33:20,10.12,67,9.0,0,0,0.0,Not Applicable,2026-03-25,09:26:22,2026-03-25,19:33:20,10.116111111111111,8.999444444444444
50568,1089,Tejas Hussain,Male,Customer Success,Support Associate,Full-Time,Whitefield Tech Park,2023-12-27,2026-03-25,Mid (11:00-20:00),Present,Work From Office,2026-03-25 10:41:06,2026-03-25 20:32:56,9.86,52,8.99,0,0,0.0,Not Applicable,2026-03-25,10:41:06,2026-03-25,20:32:56,9.863888888888889,8.997222222222222
50569,1090,Varun Ramesh,Male,Product Management,Director Of Product,Full-Time,Electronic City Campus,2020-01-21,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:43:59,2026-03-25 20:03:24,10.32,71,9.14,14,0,0.14,Not Applicable,2026-03-25,09:43:59,2026-03-25,20:03:24,10.323611111111111,9.140277777777778
50570,1091,Vignesh Chandran,Male,Engineering,Engineering Manager,Full-Time,Indiranagar Annexe,2020-03-28,2026-03-25,Flexible (10:30-19:30),Present,Work From Office,2026-03-25 11:26:19,2026-03-25 21:06:15,9.67,66,8.57,56,0,0.0,Not Applicable,2026-03-25,11:26:19,2026-03-25,21:06:15,9.665555555555555,8.565555555555555
50571,1092,Vinay Patil,Male,Customer Success,Head Of Customer Success,Full-Time,Whitefield Tech Park,2021-03-14,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 09:08:03,2026-03-25 16:56:09,7.8,50,6.97,0,94,0.0,Not Applicable,2026-03-25,09:08:03,2026-03-25,16:56:09,7.801666666666667,6.968333333333334
50572,1093,Chandan Sen,Female,Customer Success,Customer Success Manager,Full-Time,Whitefield Tech Park,2022-09-12,2026-03-25,Late/Us Overlap (14:00-23:00),Present,Work From Home,2026-03-25 14:22:02,2026-03-25 23:00:03,8.63,54,7.73,22,0,0.0,Not Applicable,2026-03-25,14:22:02,2026-03-25,23:00:03,8.633611111111112,7.733611111111111
50573,1094,Harini Pereira,Female,Data Science,Analytics Engineer,Full-Time,Indiranagar Annexe,2022-04-13,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:22:25,2026-03-25 18:23:46,9.02,44,8.29,0,7,0.0,Not Applicable,2026-03-25,09:22:25,2026-03-25,18:23:46,9.0225,8.289166666666668
50574,1095,Girish Srivastava,Male,Finance,Finance Executive,Full-Time,Whitefield Tech Park,2025-01-07,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:29:23,2026-03-25 17:47:40,8.3,56,7.37,0,42,0.0,Not Applicable,2026-03-25,09:29:23,2026-03-25,17:47:40,8.304722222222223,7.371388888888889
50575,1096,Radhika Venkatesan,Male,Engineering,Senior Software Engineer,Full-Time,Koramangala Hq,2024-12-18,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 09:17:35,2026-03-25 20:15:26,10.96,75,9.71,0,0,0.71,Not Applicable,2026-03-25,09:17:35,2026-03-25,20:15:26,10.964166666666667,9.714166666666667
50576,1097,Sumanth Nair,Female,Engineering,Senior Software Engineer,Part-Time,Koramangala Hq,2020-07-07,2026-03-25,Late/Us Overlap (14:00-23:00),Present,Work From Home,2026-03-25 13:50:54,2026-03-25 18:32:46,4.7,62,3.67,0,268,0.0,Not Applicable,2026-03-25,13:50:54,2026-03-25,18:32:46,4.697777777777778,3.6644444444444444
50577,1098,Apoorva Raman,Male,Data Science,Data Analyst,Full-Time,Electronic City Campus,2023-04-29,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:19:28,2026-03-25 20:13:39,10.9,51,10.05,0,0,1.05,Not Applicable,2026-03-25,09:19:28,2026-03-25,20:13:39,10.903055555555556,10.053055555555556
50578,1099,Sameer Singh,Male,Sales,Regional Sales Manager,Contract,Electronic City Campus,2024-12-12,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 09:13:25,2026-03-25 18:16:21,9.05,70,7.88,0,14,0.0,Not Applicable,2026-03-25,09:13:25,2026-03-25,18:16:21,9.04888888888889,7.8822222222222225
50579,1100,Lakshmi Hegde,Female,Product Management,Senior Product Manager,Full-Time,Koramangala Hq,2020-11-21,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:17:09,2026-03-25 17:59:37,8.71,77,7.43,0,30,0.0,Not Applicable,2026-03-25,09:17:09,2026-03-25,17:59:37,8.707777777777778,7.424444444444445
50580,1101,Sneha Sinha,Male,Marketing,Marketing Associate,Full-Time,Koramangala Hq,2025-05-25,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 09:16:12,2026-03-25 19:08:01,9.86,44,9.13,0,0,0.13,Not Applicable,2026-03-25,09:16:12,2026-03-25,19:08:01,9.863611111111112,9.13027777777778
50581,1102,Ishaan Deshpande,Male,Engineering,Associate Software Engineer,Contract,Whitefield Tech Park,2025-05-09,2026-03-25,Mid (11:00-20:00),Present,Work From Home,2026-03-25 10:52:56,2026-03-25 20:04:22,9.19,15,8.94,0,0,0.0,Not Applicable,2026-03-25,10:52:56,2026-03-25,20:04:22,9.190555555555555,8.940555555555555
50582,1103,Divya Mukherjee,Female,Customer Success,Support Associate,Full-Time,Koramangala Hq,2020-08-04,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:41:24,2026-03-25 19:54:35,10.22,89,8.74,11,0,0.0,Not Applicable,2026-03-25,09:41:24,2026-03-25,19:54:35,10.219722222222222,8.73638888888889
50583,1104,Mahesh Pandey,Female,Engineering,Associate Software Engineer,Full-Time,Electronic City Campus,2024-05-27,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 09:36:34,2026-03-25 19:20:25,9.73,68,8.6,6,0,0.0,Not Applicable,2026-03-25,09:36:34,2026-03-25,19:20:25,9.730833333333333,8.5975
50584,1105,Devansh Mahapatra,Female,Customer Success,Customer Success Executive,Full-Time,Koramangala Hq,2024-08-24,2026-03-25,Mid (11:00-20:00),Present,Client Site,2026-03-25 10:37:39,2026-03-25 21:00:49,10.39,55,9.47,0,0,0.47,Not Applicable,2026-03-25,10:37:39,2026-03-25,21:00:49,10.386111111111111,9.469444444444445
50585,1106,Shalini Tiwari,Male,Finance,Finance Executive,Full-Time,Whitefield Tech Park,2024-11-12,2026-03-25,Early (08:00-17:00),Present,Work From Home,2026-03-25 07:57:10,2026-03-25 16:40:44,8.73,15,8.48,0,20,0.0,Not Applicable,2026-03-25,07:57:10,2026-03-25,16:40:44,8.726111111111111,8.476111111111111
50586,1107,Mahesh Yadav,Female,Engineering,Software Engineer,Full-Time,Koramangala Hq,2024-02-20,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:12:36,2026-03-25 18:49:05,9.61,36,9.01,0,0,0.01,Not Applicable,2026-03-25,09:12:36,2026-03-25,18:49:05,9.608055555555556,9.008055555555556
50587,1108,Kavya Pandey,Male,Engineering,Software Engineer,Full-Time,Koramangala Hq,2020-09-29,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:35:38,2026-03-25 20:58:01,11.37,81,10.02,5,0,1.02,Not Applicable,2026-03-25,09:35:38,2026-03-25,20:58:01,11.373055555555556,10.023055555555556
50588,1109,Uday Panda,Male,Sales,Sales Development Representative,Full-Time,Koramangala Hq,2022-12-24,2026-03-25,Mid (11:00-20:00),Present,Work From Home,2026-03-25 10:33:34,2026-03-25 21:45:39,11.2,60,10.2,0,0,1.2,Not Applicable,2026-03-25,10:33:34,2026-03-25,21:45:39,11.20138888888889,10.20138888888889
50589,1110,Fatima Mishra,Male,Customer Success,Customer Success Manager,Full-Time,Koramangala Hq,2022-03-28,2026-03-25,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-03-25 13:54:02,2026-03-25 23:14:56,9.35,93,7.8,0,0,0.0,Not Applicable,2026-03-25,13:54:02,2026-03-25,23:14:56,9.348333333333333,7.798333333333333
50590,1111,Harsha Behera,Male,Human Resources,Hr Intern,Intern,Whitefield Tech Park,2026-02-01,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:30:14,2026-03-25 16:39:15,7.15,88,5.68,0,112,0.0,Not Applicable,2026-03-25,09:30:14,2026-03-25,16:39:15,7.150277777777778,5.683611111111111
50591,1112,Pallavi Prasad,Male,Customer Success,Support Associate,Full-Time,Whitefield Tech Park,2022-03-29,2026-03-25,Mid (11:00-20:00),Present,Work From Office,2026-03-25 11:18:28,2026-03-25 20:51:05,9.54,78,8.24,18,0,0.0,Not Applicable,2026-03-25,11:18:28,2026-03-25,20:51:05,9.543611111111112,8.243611111111111
50592,1113,Neha Rathore,Male,Engineering,Engineering Manager,Full-Time,Hsr Layout Hub,2021-07-07,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:26:15,2026-03-25 20:35:43,11.16,72,9.96,0,0,0.96,Not Applicable,2026-03-25,09:26:15,2026-03-25,20:35:43,11.157777777777778,9.957777777777778
50593,1114,Chaitanya Pandey,Female,Engineering,Software Engineer,Contract,Whitefield Tech Park,2024-03-08,2026-03-25,Flexible (10:30-19:30),Present,Work From Office,2026-03-25 10:18:36,2026-03-25 18:40:14,8.36,77,7.08,0,51,0.0,Not Applicable,2026-03-25,10:18:36,2026-03-25,18:40:14,8.360555555555555,7.077222222222222
50594,1115,Aarav Nair,Female,Product Management,Senior Product Manager,Full-Time,Koramangala Hq,2024-02-03,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 09:15:34,2026-03-25 19:35:56,10.34,44,9.61,0,0,0.61,Not Applicable,2026-03-25,09:15:34,2026-03-25,19:35:56,10.339444444444444,9.606111111111112
50595,1116,Sanjay Joshi,Female,Data Science,Analytics Engineer,Full-Time,Koramangala Hq,2021-01-14,2026-03-25,Mid (11:00-20:00),Half Day,Work From Office,2026-03-25 11:21:09,2026-03-25 14:15:31,2.91,17,2.63,21,0,0.0,Not Applicable,2026-03-25,11:21:09,2026-03-25,14:15:31,2.906111111111111,2.622777777777778
50596,1117,Dinesh Mirza,Female,Customer Success,Customer Success Executive,Full-Time,Koramangala Hq,2023-03-10,2026-03-25,Late/Us Overlap (14:00-23:00),Present,Work From Home,2026-03-25 13:45:39,2026-03-25 22:41:22,8.93,45,8.18,0,20,0.0,Not Applicable,2026-03-25,13:45:39,2026-03-25,22:41:22,8.928611111111111,8.178611111111111
50597,1118,Madhavi Shetty,Male,Engineering,Associate Software Engineer,Full-Time,Koramangala Hq,2023-06-29,2026-03-25,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-03-25 14:24:58,2026-03-25 23:21:07,8.94,52,8.07,24,0,0.0,Not Applicable,2026-03-25,14:24:58,2026-03-25,23:21:07,8.935833333333333,8.069166666666666
50598,1119,Rekha Sinha,Male,Data Science,Data Scientist,Full-Time,Koramangala Hq,2025-08-20,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:10:57,2026-03-25 19:23:09,10.2,59,9.22,0,0,0.22,Not Applicable,2026-03-25,09:10:57,2026-03-25,19:23:09,10.203333333333333,9.22
50599,1120,Keerthi Kamath,Male,Operations,Operations Executive,Full-Time,Koramangala Hq,2023-09-07,2026-03-25,General (09:30-18:30),Half Day,Work From Office,2026-03-25 09:18:19,2026-03-25 14:22:07,5.06,12,4.86,0,0,0.0,Not Applicable,2026-03-25,09:18:19,2026-03-25,14:22:07,5.0633333333333335,4.863333333333333
50600,1121,Shruti Dutta,Male,Engineering,Associate Software Engineer,Contract,Indiranagar Annexe,2025-12-16,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:33:48,2026-03-25 19:22:01,9.8,80,8.47,3,0,0.0,Not Applicable,2026-03-25,09:33:48,2026-03-25,19:22:01,9.803611111111111,8.470277777777778
50601,1122,Suhas Yadav,Male,Finance,Financial Analyst,Full-Time,Hsr Layout Hub,2025-09-18,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:47:33,2026-03-25 18:54:00,9.11,71,7.93,17,0,0.0,Not Applicable,2026-03-25,09:47:33,2026-03-25,18:54:00,9.1075,7.924166666666666
50602,1123,Ishaan Chandran,Female,Data Science,Data Analyst,Contract,Hsr Layout Hub,2026-02-16,2026-03-25,Flexible (10:30-19:30),Present,Work From Office,2026-03-25 10:17:00,2026-03-25 20:21:28,10.07,61,9.05,0,0,0.05,Not Applicable,2026-03-25,10:17:00,2026-03-25,20:21:28,10.074444444444444,9.057777777777776
50603,1124,Shashank Subramanian,Female,Finance,Finance Executive,Full-Time,Whitefield Tech Park,2024-06-30,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:42:10,2026-03-25 18:45:28,9.05,65,7.97,12,0,0.0,Not Applicable,2026-03-25,09:42:10,2026-03-25,18:45:28,9.055,7.971666666666667
50604,1125,Neha Mohanty,Female,Data Science,Analytics Engineer,Full-Time,Hsr Layout Hub,2021-12-26,2026-03-25,Flexible (10:30-19:30),Present,Work From Office,2026-03-25 11:05:26,2026-03-25 20:15:20,9.17,81,7.82,35,0,0.0,Not Applicable,2026-03-25,11:05:26,2026-03-25,20:15:20,9.165,7.8149999999999995
50605,1126,Mohit Subramanian,Male,Marketing,Performance Marketing Manager,Full-Time,Koramangala Hq,2025-12-09,2026-03-25,Flexible (10:30-19:30),Present,Work From Office,2026-03-25 10:25:35,2026-03-25 20:47:43,10.37,73,9.15,0,0,0.15,Not Applicable,2026-03-25,10:25:35,2026-03-25,20:47:43,10.36888888888889,9.152222222222223
50606,1127,Shruti Kar,Male,Sales,Sales Development Representative,Full-Time,Koramangala Hq,2024-10-28,2026-03-25,Early (08:00-17:00),Present,Work From Office,2026-03-25 07:42:23,2026-03-25 17:40:02,9.96,66,8.86,0,0,0.0,Not Applicable,2026-03-25,07:42:23,2026-03-25,17:40:02,9.960833333333333,8.860833333333334
50607,1128,Nisha Subramanian,Male,Customer Success,Support Associate,Full-Time,Hsr Layout Hub,2024-11-05,2026-03-25,Mid (11:00-20:00),Present,Work From Office,2026-03-25 10:44:28,2026-03-25 20:11:18,9.45,34,8.88,0,0,0.0,Not Applicable,2026-03-25,10:44:28,2026-03-25,20:11:18,9.447222222222223,8.880555555555556
50608,1129,Hemant Ahmed,Male,Sales,Sales Development Representative,Full-Time,Koramangala Hq,2024-11-25,2026-03-25,Mid (11:00-20:00),Present,Work From Office,2026-03-25 10:38:55,2026-03-25 20:20:21,9.69,66,8.59,0,0,0.0,Not Applicable,2026-03-25,10:38:55,2026-03-25,20:20:21,9.690555555555555,8.590555555555556
50609,1130,Ayesha Banerjee,Male,Engineering,Software Engineer,Full-Time,Koramangala Hq,2023-11-25,2026-03-25,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-03-25 13:29:09,2026-03-25 23:06:14,9.62,61,8.6,0,0,0.0,Not Applicable,2026-03-25,13:29:09,2026-03-25,23:06:14,9.618055555555555,8.601388888888888
50610,1131,Vishnu Bhat,Male,Marketing,Marketing Associate,Full-Time,Koramangala Hq,2020-05-13,2026-03-25,Mid (11:00-20:00),Present,Work From Home,2026-03-25 10:57:21,2026-03-25 18:56:19,7.98,70,6.81,0,64,0.0,Not Applicable,2026-03-25,10:57:21,2026-03-25,18:56:19,7.982777777777778,6.816111111111111
50611,1132,Saurabh Behera,Male,Data Science,Data Scientist,Full-Time,Koramangala Hq,2020-11-28,2026-03-25,Mid (11:00-20:00),Present,Work From Office,2026-03-25 11:22:40,2026-03-25 22:11:17,10.81,84,9.41,22,0,0.41,Not Applicable,2026-03-25,11:22:40,2026-03-25,22:11:17,10.810277777777777,9.410277777777777
50612,1133,Pooja Shah,Male,Sales,Account Executive,Full-Time,Hsr Layout Hub,2020-11-10,2026-03-25,Mid (11:00-20:00),Present,Work From Home,2026-03-25 10:45:01,2026-03-25 18:31:06,7.77,48,6.97,0,89,0.0,Not Applicable,2026-03-25,10:45:01,2026-03-25,18:31:06,7.768055555555556,6.968055555555556
50613,1134,Priya Pandey,Male,Finance,Finance Controller,Full-Time,Whitefield Tech Park,2021-04-01,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:38:30,2026-03-25 19:45:37,10.12,59,9.14,8,0,0.14,Not Applicable,2026-03-25,09:38:30,2026-03-25,19:45:37,10.118611111111111,9.135277777777778
50614,1135,Sunita Menon,Male,Engineering,Software Engineer Intern,Intern,Whitefield Tech Park,2025-11-12,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:57:38,2026-03-25 19:01:35,9.07,58,8.1,27,0,0.0,Not Applicable,2026-03-25,09:57:38,2026-03-25,19:01:35,9.065833333333334,8.099166666666667
50615,1136,Divya Raman,Prefer Not To Say,Marketing,Performance Marketing Manager,Full-Time,Koramangala Hq,2024-08-03,2026-03-25,General (09:30-18:30),Half Day,Work From Office,2026-03-25 09:54:57,2026-03-25 14:18:26,4.39,24,3.99,25,0,0.0,Not Applicable,2026-03-25,09:54:57,2026-03-25,14:18:26,4.391388888888889,3.991388888888889
50616,1137,Vinay Venkatesan,Male,Sales,Sales Development Representative,Full-Time,Koramangala Hq,2023-12-22,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:19:41,2026-03-25 20:10:08,10.84,84,9.44,0,0,0.44,Not Applicable,2026-03-25,09:19:41,2026-03-25,20:10:08,10.840833333333334,9.440833333333334
50617,1138,Vikram Kar,Male,Operations,Operations Analyst,Full-Time,Hsr Layout Hub,2023-09-14,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:17:09,2026-03-25 20:34:54,11.3,49,10.48,0,0,1.48,Not Applicable,2026-03-25,09:17:09,2026-03-25,20:34:54,11.295833333333333,10.479166666666666
50618,1139,Vikram Sen,Female,Engineering,Engineering Manager,Full-Time,Indiranagar Annexe,2025-08-23,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 09:25:56,2026-03-25 20:15:47,10.83,69,9.68,0,0,0.68,Not Applicable,2026-03-25,09:25:56,2026-03-25,20:15:47,10.830833333333333,9.680833333333332
50619,1140,Arnav Bose,Male,Sales,Account Executive,Full-Time,Whitefield Tech Park,2021-05-05,2026-03-25,Mid (11:00-20:00),Present,Work From Office,2026-03-25 10:52:22,2026-03-25 20:57:19,10.08,92,8.55,0,0,0.0,Not Applicable,2026-03-25,10:52:22,2026-03-25,20:57:19,10.0825,8.549166666666666
50620,1141,Fatima Natarajan,Male,Customer Success,Customer Success Manager,Full-Time,Koramangala Hq,2020-11-26,2026-03-25,Mid (11:00-20:00),Present,Client Site,2026-03-25 10:38:12,2026-03-25 21:37:02,10.98,43,10.26,0,0,1.26,Not Applicable,2026-03-25,10:38:12,2026-03-25,21:37:02,10.980555555555556,10.26388888888889
50621,1142,Aisha Bose,Female,Human Resources,Hr Executive,Full-Time,Hsr Layout Hub,2021-12-28,2026-03-25,Flexible (10:30-19:30),Present,Work From Office,2026-03-25 10:11:41,2026-03-25 18:57:36,8.77,46,8.0,0,33,0.0,Not Applicable,2026-03-25,10:11:41,2026-03-25,18:57:36,8.765277777777778,7.998611111111111
50622,1143,Manjunath George,Female,Customer Success,Customer Success Executive,Full-Time,Koramangala Hq,2022-04-29,2026-03-25,Late/Us Overlap (14:00-23:00),Present,Client Site,2026-03-25 14:02:49,2026-03-25 23:20:06,9.29,22,8.92,3,0,0.0,Not Applicable,2026-03-25,14:02:49,2026-03-25,23:20:06,9.288055555555555,8.921388888888888
50623,1144,Sanjay Mathew,Male,Human Resources,Hr Executive,Full-Time,Hsr Layout Hub,2021-12-12,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 08:30:33,2026-03-25 16:19:24,7.81,56,6.88,0,131,0.0,Not Applicable,2026-03-25,08:30:33,2026-03-25,16:19:24,7.814166666666667,6.880833333333333
50624,1145,Meera Varghese,Male,Engineering,Associate Software Engineer,Full-Time,Whitefield Tech Park,2020-07-17,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:42:41,2026-03-25 20:14:20,10.53,88,9.06,12,0,0.06,Not Applicable,2026-03-25,09:42:41,2026-03-25,20:14:20,10.5275,9.060833333333333
50625,1146,Mounika Agarwal,Female,Engineering,Software Engineer Intern,Intern,Hsr Layout Hub,2025-11-27,2026-03-25,Mid (11:00-20:00),Half Day,Work From Home,2026-03-25 10:27:21,2026-03-25 13:36:50,3.16,12,2.96,0,0,0.0,Not Applicable,2026-03-25,10:27:21,2026-03-25,13:36:50,3.1580555555555554,2.958055555555555
50626,1147,Sahana Shah,Male,Sales,Account Executive,Full-Time,Hsr Layout Hub,2023-12-30,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:31:20,2026-03-25 19:33:30,10.04,74,8.81,1,0,0.0,Not Applicable,2026-03-25,09:31:20,2026-03-25,19:33:30,10.036111111111111,8.802777777777777
50627,1148,Sahana Rao,Male,Operations,Operations Executive,Full-Time,Electronic City Campus,2022-02-22,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:25:37,2026-03-25 19:48:41,10.38,80,9.05,0,0,0.05,Not Applicable,2026-03-25,09:25:37,2026-03-25,19:48:41,10.384444444444444,9.05111111111111
50628,1149,Sowmya Dubey,Male,Product Management,Product Manager,Full-Time,Indiranagar Annexe,2020-09-19,2026-03-25,Mid (11:00-20:00),Present,Work From Office,2026-03-25 10:33:07,2026-03-25 19:09:37,8.61,78,7.31,0,50,0.0,Not Applicable,2026-03-25,10:33:07,2026-03-25,19:09:37,8.608333333333333,7.308333333333333
50629,1150,Priya Ramesh,Male,Engineering,Senior Software Engineer,Full-Time,Electronic City Campus,2020-05-28,2026-03-25,Flexible (10:30-19:30),Present,Work From Home,2026-03-25 10:27:21,2026-03-25 20:00:57,9.56,52,8.69,0,0,0.0,Not Applicable,2026-03-25,10:27:21,2026-03-25,20:00:57,9.56,8.693333333333333
50630,1151,Advait Ramesh,Male,Engineering,Associate Software Engineer,Full-Time,Whitefield Tech Park,2024-02-02,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:45:29,2026-03-25 21:23:19,11.63,115,9.71,15,0,0.71,Not Applicable,2026-03-25,09:45:29,2026-03-25,21:23:19,11.630555555555556,9.71388888888889
50631,1152,Anusha Verma,Male,Sales,Senior Account Executive,Full-Time,Koramangala Hq,2025-02-22,2026-03-25,Mid (11:00-20:00),Present,Work From Home,2026-03-25 11:02:09,2026-03-25 20:06:47,9.08,45,8.33,1,0,0.0,Not Applicable,2026-03-25,11:02:09,2026-03-25,20:06:47,9.077222222222222,8.327222222222222
50632,1153,Harini Mahapatra,Female,Operations,Operations Executive,Full-Time,Koramangala Hq,2024-12-02,2026-03-25,Early (08:00-17:00),Present,Work From Office,2026-03-25 08:18:17,2026-03-25 17:21:39,9.06,93,7.51,18,0,0.0,Not Applicable,2026-03-25,08:18:17,2026-03-25,17:21:39,9.056111111111111,7.506111111111111
50633,1154,Devansh Acharya,Male,Human Resources,Talent Acquisition Partner,Full-Time,Koramangala Hq,2024-08-20,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 08:57:27,2026-03-25 19:23:09,10.43,52,9.56,0,0,0.56,Not Applicable,2026-03-25,08:57:27,2026-03-25,19:23:09,10.428333333333333,9.561666666666666
50634,1155,Sujith Natarajan,Male,Engineering,Software Engineer Intern,Intern,Whitefield Tech Park,2025-07-04,2026-03-25,Flexible (10:30-19:30),Present,Work From Home,2026-03-25 10:50:10,2026-03-25 20:43:35,9.89,38,9.26,20,0,0.26,Not Applicable,2026-03-25,10:50:10,2026-03-25,20:43:35,9.890277777777778,9.256944444444445
50635,1156,Kiran Jain,Female,Engineering,Senior Software Engineer,Full-Time,Whitefield Tech Park,2025-12-01,2026-03-25,Flexible (10:30-19:30),Present,Work From Office,2026-03-25 09:49:23,2026-03-25 19:38:26,9.82,67,8.7,0,0,0.0,Not Applicable,2026-03-25,09:49:23,2026-03-25,19:38:26,9.8175,8.700833333333334
50636,1157,Saurabh Kumar,Male,Marketing,Performance Marketing Manager,Full-Time,Indiranagar Annexe,2021-04-30,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:18:33,2026-03-25 20:49:44,11.52,86,10.09,0,0,1.09,Not Applicable,2026-03-25,09:18:33,2026-03-25,20:49:44,11.519722222222223,10.086388888888889
